dt,value_H,value_Q
2025-02-25 03:15:00+00:00,3.68,668.0
2025-02-25 03:30:00+00:00,3.68,668.0
2025-02-25 03:45:00+00:00,3.67,663.0
2025-02-25 04:00:00+00:00,3.68,668.0
2025-02-25 04:15:00+00:00,3.67,663.0
2025-02-25 04:30:00+00:00,3.67,663.0
2025-02-25 04:45:00+00:00,3.67,663.0
2025-02-25 05:00:00+00:00,3.67,663.0
2025-02-25 05:15:00+00:00,3.66,658.0
2025-02-25 05:30:00+00:00,3.66,658.0
2025-02-25 05:45:00+00:00,3.66,658.0
2025-02-25 06:00:00+00:00,3.66,658.0
2025-02-25 06:15:00+00:00,3.66,658.0
2025-02-25 06:30:00+00:00,3.65,653.0
2025-02-25 06:45:00+00:00,3.65,653.0
2025-02-25 07:00:00+00:00,3.66,658.0
2025-02-25 07:15:00+00:00,3.66,658.0
2025-02-25 07:30:00+00:00,3.66,658.0
2025-02-25 07:45:00+00:00,3.66,658.0
2025-02-25 08:00:00+00:00,3.67,663.0
2025-02-25 08:15:00+00:00,3.66,658.0
2025-02-25 08:30:00+00:00,3.68,668.0
2025-02-25 08:45:00+00:00,3.67,663.0
2025-02-25 09:00:00+00:00,3.67,663.0
2025-02-25 09:15:00+00:00,3.67,663.0
2025-02-25 09:30:00+00:00,3.67,663.0
2025-02-25 09:45:00+00:00,3.67,663.0
2025-02-25 10:00:00+00:00,3.68,668.0
2025-02-25 10:15:00+00:00,3.68,668.0
2025-02-25 10:30:00+00:00,3.68,668.0
2025-02-25 10:45:00+00:00,3.68,668.0
2025-02-25 11:00:00+00:00,3.68,668.0
2025-02-25 11:15:00+00:00,3.68,668.0
2025-02-25 11:30:00+00:00,3.69,673.0
2025-02-25 11:45:00+00:00,3.68,668.0
2025-02-25 12:00:00+00:00,3.68,668.0
2025-02-25 12:15:00+00:00,3.69,673.0
2025-02-25 12:30:00+00:00,3.7,678.0
2025-02-25 12:45:00+00:00,3.68,668.0
2025-02-25 13:00:00+00:00,3.7,678.0
2025-02-25 13:15:00+00:00,3.7,678.0
2025-02-25 13:30:00+00:00,3.7,678.0
2025-02-25 13:45:00+00:00,3.69,673.0
2025-02-25 14:00:00+00:00,3.71,683.0
2025-02-25 14:15:00+00:00,3.7,678.0
2025-02-25 14:30:00+00:00,3.7,678.0
2025-02-25 14:45:00+00:00,3.72,687.0
2025-02-25 15:00:00+00:00,3.72,687.0
2025-02-25 15:15:00+00:00,3.72,687.0
2025-02-25 15:30:00+00:00,3.72,687.0
2025-02-25 15:45:00+00:00,3.72,687.0
2025-02-25 16:00:00+00:00,3.72,687.0
2025-02-25 16:15:00+00:00,3.73,692.0
2025-02-25 16:30:00+00:00,3.73,692.0
2025-02-25 16:45:00+00:00,3.73,692.0
2025-02-25 17:00:00+00:00,3.73,692.0
2025-02-25 17:15:00+00:00,3.73,692.0
2025-02-25 17:30:00+00:00,3.74,697.0
2025-02-25 17:45:00+00:00,3.74,697.0
2025-02-25 18:00:00+00:00,3.74,697.0
2025-02-25 18:15:00+00:00,3.74,697.0
2025-02-25 18:30:00+00:00,3.74,697.0
2025-02-25 18:45:00+00:00,3.74,697.0
2025-02-25 19:00:00+00:00,3.74,697.0
2025-02-25 19:15:00+00:00,3.74,697.0
2025-02-25 19:30:00+00:00,3.74,697.0
2025-02-25 19:45:00+00:00,3.73,692.0
2025-02-25 20:00:00+00:00,3.73,692.0
2025-02-25 20:15:00+00:00,3.73,692.0
2025-02-25 20:30:00+00:00,3.73,692.0
2025-02-25 20:45:00+00:00,3.74,697.0
2025-02-25 21:00:00+00:00,3.72,687.0
2025-02-25 21:15:00+00:00,3.72,687.0
2025-02-25 21:30:00+00:00,3.72,687.0
2025-02-25 21:45:00+00:00,3.72,687.0
2025-02-25 22:00:00+00:00,3.72,687.0
2025-02-25 22:15:00+00:00,3.73,692.0
2025-02-25 22:30:00+00:00,3.73,692.0
2025-02-25 22:45:00+00:00,3.71,683.0
2025-02-25 23:00:00+00:00,3.71,683.0
2025-02-25 23:15:00+00:00,3.72,687.0
2025-02-25 23:30:00+00:00,3.71,683.0
2025-02-25 23:45:00+00:00,3.71,683.0
2025-02-26 00:00:00+00:00,3.71,683.0
2025-02-26 00:15:00+00:00,3.69,673.0
2025-02-26 00:30:00+00:00,3.69,673.0
2025-02-26 00:45:00+00:00,3.68,668.0
2025-02-26 01:00:00+00:00,3.69,673.0
2025-02-26 01:15:00+00:00,3.68,668.0
2025-02-26 01:30:00+00:00,3.68,668.0
2025-02-26 01:45:00+00:00,3.67,663.0
2025-02-26 02:00:00+00:00,3.68,668.0
2025-02-26 02:15:00+00:00,3.67,663.0
2025-02-26 02:30:00+00:00,3.67,663.0
2025-02-26 02:45:00+00:00,3.66,658.0
2025-02-26 03:00:00+00:00,3.66,658.0
2025-02-26 03:15:00+00:00,3.66,658.0
2025-02-26 03:30:00+00:00,3.66,658.0
2025-02-26 03:45:00+00:00,3.66,658.0
2025-02-26 04:00:00+00:00,3.65,653.0
2025-02-26 04:15:00+00:00,3.66,658.0
2025-02-26 04:30:00+00:00,3.64,649.0
2025-02-26 04:45:00+00:00,3.64,649.0
2025-02-26 05:00:00+00:00,3.66,658.0
2025-02-26 05:15:00+00:00,3.65,653.0
2025-02-26 05:30:00+00:00,3.64,649.0
2025-02-26 05:45:00+00:00,3.65,653.0
2025-02-26 06:00:00+00:00,3.64,649.0
2025-02-26 06:15:00+00:00,3.65,653.0
2025-02-26 06:30:00+00:00,3.64,649.0
2025-02-26 06:45:00+00:00,3.64,649.0
2025-02-26 07:00:00+00:00,3.65,653.0
2025-02-26 07:15:00+00:00,3.63,644.0
2025-02-26 07:30:00+00:00,3.65,653.0
2025-02-26 07:45:00+00:00,3.64,649.0
2025-02-26 08:00:00+00:00,3.64,649.0
2025-02-26 08:15:00+00:00,3.63,644.0
2025-02-26 08:30:00+00:00,3.64,649.0
2025-02-26 08:45:00+00:00,3.63,644.0
2025-02-26 09:00:00+00:00,3.63,644.0
2025-02-26 09:15:00+00:00,3.63,644.0
2025-02-26 09:30:00+00:00,3.63,644.0
2025-02-26 09:45:00+00:00,3.62,639.0
2025-02-26 10:00:00+00:00,3.63,644.0
2025-02-26 10:15:00+00:00,3.63,644.0
2025-02-26 10:30:00+00:00,3.63,644.0
2025-02-26 10:45:00+00:00,3.62,639.0
2025-02-26 11:00:00+00:00,3.62,639.0
2025-02-26 11:15:00+00:00,3.62,639.0
2025-02-26 11:30:00+00:00,3.62,639.0
2025-02-26 11:45:00+00:00,3.62,639.0
2025-02-26 12:00:00+00:00,3.61,634.0
2025-02-26 12:15:00+00:00,3.62,639.0
2025-02-26 12:30:00+00:00,3.62,639.0
2025-02-26 12:45:00+00:00,3.62,639.0
2025-02-26 13:00:00+00:00,3.62,639.0
2025-02-26 13:15:00+00:00,3.62,639.0
2025-02-26 13:30:00+00:00,3.62,639.0
2025-02-26 13:45:00+00:00,3.62,639.0
2025-02-26 14:00:00+00:00,3.62,639.0
2025-02-26 14:15:00+00:00,3.62,639.0
2025-02-26 14:30:00+00:00,3.62,639.0
2025-02-26 14:45:00+00:00,3.62,639.0
2025-02-26 15:00:00+00:00,3.63,644.0
2025-02-26 15:15:00+00:00,3.63,644.0
2025-02-26 15:30:00+00:00,3.63,644.0
2025-02-26 15:45:00+00:00,3.63,644.0
2025-02-26 16:00:00+00:00,3.63,644.0
2025-02-26 16:15:00+00:00,3.63,644.0
2025-02-26 16:30:00+00:00,3.63,644.0
2025-02-26 16:45:00+00:00,3.64,649.0
2025-02-26 17:00:00+00:00,3.64,649.0
2025-02-26 17:15:00+00:00,3.64,649.0
2025-02-26 17:30:00+00:00,3.64,649.0
2025-02-26 17:45:00+00:00,3.63,644.0
2025-02-26 18:00:00+00:00,3.64,649.0
2025-02-26 18:15:00+00:00,3.64,649.0
2025-02-26 18:30:00+00:00,3.64,649.0
2025-02-26 18:45:00+00:00,3.64,649.0
2025-02-26 19:00:00+00:00,3.64,649.0
2025-02-26 19:15:00+00:00,3.63,644.0
2025-02-26 19:30:00+00:00,3.63,644.0
2025-02-26 19:45:00+00:00,3.63,644.0
2025-02-26 20:00:00+00:00,3.63,644.0
2025-02-26 20:15:00+00:00,3.63,644.0
2025-02-26 20:30:00+00:00,3.63,644.0
2025-02-26 20:45:00+00:00,3.63,644.0
2025-02-26 21:00:00+00:00,3.63,644.0
2025-02-26 21:15:00+00:00,3.63,644.0
2025-02-26 21:30:00+00:00,3.63,644.0
2025-02-26 21:45:00+00:00,3.62,639.0
2025-02-26 22:00:00+00:00,3.62,639.0
2025-02-26 22:15:00+00:00,3.62,639.0
2025-02-26 22:30:00+00:00,3.62,639.0
2025-02-26 22:45:00+00:00,3.62,639.0
2025-02-26 23:00:00+00:00,3.62,639.0
2025-02-26 23:15:00+00:00,3.61,634.0
2025-02-26 23:30:00+00:00,3.61,634.0
2025-02-26 23:45:00+00:00,3.61,634.0
2025-02-27 00:00:00+00:00,3.6,630.0
2025-02-27 00:15:00+00:00,3.6,630.0
2025-02-27 00:30:00+00:00,3.6,630.0
2025-02-27 00:45:00+00:00,3.59,625.0
2025-02-27 01:00:00+00:00,3.59,625.0
2025-02-27 01:15:00+00:00,3.59,625.0
2025-02-27 01:30:00+00:00,3.58,620.0
2025-02-27 01:45:00+00:00,3.58,620.0
2025-02-27 02:00:00+00:00,3.59,625.0
2025-02-27 02:15:00+00:00,3.58,620.0
2025-02-27 02:30:00+00:00,3.58,620.0
2025-02-27 02:45:00+00:00,3.58,620.0
2025-02-27 03:00:00+00:00,3.57,616.0
2025-02-27 03:15:00+00:00,3.58,620.0
2025-02-27 03:30:00+00:00,3.58,620.0
2025-02-27 03:45:00+00:00,3.58,620.0
2025-02-27 04:00:00+00:00,3.57,616.0
2025-02-27 04:15:00+00:00,3.57,616.0
2025-02-27 04:30:00+00:00,3.58,620.0
2025-02-27 04:45:00+00:00,3.57,616.0
2025-02-27 05:00:00+00:00,3.57,616.0
2025-02-27 05:15:00+00:00,3.56,611.0
2025-02-27 05:30:00+00:00,3.57,616.0
2025-02-27 05:45:00+00:00,3.56,611.0
2025-02-27 06:00:00+00:00,3.56,611.0
2025-02-27 06:15:00+00:00,3.56,611.0
2025-02-27 06:30:00+00:00,3.57,616.0
2025-02-27 06:45:00+00:00,3.56,611.0
2025-02-27 07:00:00+00:00,3.56,611.0
2025-02-27 07:15:00+00:00,3.56,611.0
2025-02-27 07:30:00+00:00,3.56,611.0
2025-02-27 07:45:00+00:00,3.56,611.0
2025-02-27 08:00:00+00:00,3.56,611.0
2025-02-27 08:15:00+00:00,3.57,616.0
2025-02-27 08:30:00+00:00,3.56,611.0
2025-02-27 08:45:00+00:00,3.56,611.0
2025-02-27 09:00:00+00:00,3.57,616.0
2025-02-27 09:15:00+00:00,3.55,606.0
2025-02-27 09:30:00+00:00,3.55,606.0
2025-02-27 09:45:00+00:00,3.55,606.0
2025-02-27 10:00:00+00:00,3.55,606.0
2025-02-27 10:15:00+00:00,3.55,606.0
2025-02-27 10:30:00+00:00,3.55,606.0
2025-02-27 10:45:00+00:00,3.55,606.0
2025-02-27 11:00:00+00:00,3.55,606.0
2025-02-27 11:15:00+00:00,3.54,602.0
2025-02-27 11:30:00+00:00,3.55,606.0
2025-02-27 11:45:00+00:00,3.56,611.0
2025-02-27 12:00:00+00:00,3.55,606.0
2025-02-27 12:15:00+00:00,3.55,606.0
2025-02-27 12:30:00+00:00,3.55,606.0
2025-02-27 12:45:00+00:00,3.55,606.0
2025-02-27 13:00:00+00:00,3.55,606.0
2025-02-27 13:15:00+00:00,3.54,602.0
2025-02-27 13:30:00+00:00,3.55,606.0
2025-02-27 13:45:00+00:00,3.54,602.0
2025-02-27 14:00:00+00:00,3.54,602.0
2025-02-27 14:15:00+00:00,3.54,602.0
2025-02-27 14:30:00+00:00,3.53,597.0
2025-02-27 14:45:00+00:00,3.53,597.0
2025-02-27 15:00:00+00:00,3.53,597.0
2025-02-27 15:15:00+00:00,3.54,602.0
2025-02-27 15:30:00+00:00,3.54,602.0
2025-02-27 15:45:00+00:00,3.53,597.0
2025-02-27 16:00:00+00:00,3.53,597.0
2025-02-27 16:15:00+00:00,3.53,597.0
2025-02-27 16:30:00+00:00,3.54,602.0
2025-02-27 16:45:00+00:00,3.53,597.0
2025-02-27 17:00:00+00:00,3.53,597.0
2025-02-27 17:15:00+00:00,3.53,597.0
2025-02-27 17:30:00+00:00,3.54,602.0
2025-02-27 17:45:00+00:00,3.53,597.0
2025-02-27 18:00:00+00:00,3.53,597.0
2025-02-27 18:15:00+00:00,3.53,597.0
2025-02-27 18:30:00+00:00,3.53,597.0
2025-02-27 18:45:00+00:00,3.53,597.0
2025-02-27 19:00:00+00:00,3.53,597.0
2025-02-27 19:15:00+00:00,3.53,597.0
2025-02-27 19:30:00+00:00,3.53,597.0
2025-02-27 19:45:00+00:00,3.53,597.0
2025-02-27 20:00:00+00:00,3.52,593.0
2025-02-27 20:15:00+00:00,3.52,593.0
2025-02-27 20:30:00+00:00,3.52,593.0
2025-02-27 20:45:00+00:00,3.52,593.0
2025-02-27 21:00:00+00:00,3.52,593.0
2025-02-27 21:15:00+00:00,3.52,593.0
2025-02-27 21:30:00+00:00,3.51,588.0
2025-02-27 21:45:00+00:00,3.51,588.0
2025-02-27 22:00:00+00:00,3.51,588.0
2025-02-27 22:15:00+00:00,3.51,588.0
2025-02-27 22:30:00+00:00,3.51,588.0
2025-02-27 22:45:00+00:00,3.51,588.0
2025-02-27 23:00:00+00:00,3.51,588.0
2025-02-27 23:15:00+00:00,3.51,588.0
2025-02-27 23:30:00+00:00,3.51,588.0
2025-02-27 23:45:00+00:00,3.5,584.0
2025-02-28 00:00:00+00:00,3.5,584.0
2025-02-28 00:15:00+00:00,3.49,579.0
2025-02-28 00:30:00+00:00,3.49,579.0
2025-02-28 00:45:00+00:00,3.49,579.0
2025-02-28 01:00:00+00:00,3.49,579.0
2025-02-28 01:15:00+00:00,3.48,575.0
2025-02-28 01:30:00+00:00,3.48,575.0
2025-02-28 01:45:00+00:00,3.48,575.0
2025-02-28 02:00:00+00:00,3.47,570.0
2025-02-28 02:15:00+00:00,3.47,570.0
2025-02-28 02:30:00+00:00,3.46,566.0
2025-02-28 02:45:00+00:00,3.47,570.0
2025-02-28 03:00:00+00:00,3.45,561.0
2025-02-28 03:15:00+00:00,3.46,566.0
2025-02-28 03:30:00+00:00,3.46,566.0
2025-02-28 03:45:00+00:00,3.45,561.0
2025-02-28 04:00:00+00:00,3.45,561.0
2025-02-28 04:15:00+00:00,3.45,561.0
2025-02-28 04:30:00+00:00,3.44,557.0
2025-02-28 04:45:00+00:00,3.45,561.0
2025-02-28 05:00:00+00:00,3.45,561.0
2025-02-28 05:15:00+00:00,3.43,552.0
2025-02-28 05:30:00+00:00,3.45,561.0
2025-02-28 05:45:00+00:00,3.44,557.0
2025-02-28 06:00:00+00:00,3.45,561.0
2025-02-28 06:15:00+00:00,3.44,557.0
2025-02-28 06:30:00+00:00,3.44,557.0
2025-02-28 06:45:00+00:00,3.44,557.0
2025-02-28 07:00:00+00:00,3.44,557.0
2025-02-28 07:15:00+00:00,3.44,557.0
2025-02-28 07:30:00+00:00,3.45,561.0
2025-02-28 07:45:00+00:00,3.45,561.0
2025-02-28 08:00:00+00:00,3.44,557.0
2025-02-28 08:15:00+00:00,3.44,557.0
2025-02-28 08:30:00+00:00,3.44,557.0
2025-02-28 08:45:00+00:00,3.44,557.0
2025-02-28 09:00:00+00:00,3.44,557.0
2025-02-28 09:15:00+00:00,3.44,557.0
2025-02-28 09:30:00+00:00,3.44,557.0
2025-02-28 09:45:00+00:00,3.43,552.0
2025-02-28 10:00:00+00:00,3.43,552.0
2025-02-28 10:15:00+00:00,3.43,552.0
2025-02-28 10:30:00+00:00,3.43,552.0
2025-02-28 10:45:00+00:00,3.44,557.0
2025-02-28 11:00:00+00:00,3.44,557.0
2025-02-28 11:15:00+00:00,3.43,552.0
2025-02-28 11:30:00+00:00,3.43,552.0
2025-02-28 11:45:00+00:00,3.43,552.0
2025-02-28 12:00:00+00:00,3.43,552.0
2025-02-28 12:15:00+00:00,3.43,552.0
2025-02-28 12:30:00+00:00,3.42,548.0
2025-02-28 12:45:00+00:00,3.43,552.0
2025-02-28 13:00:00+00:00,3.43,552.0
2025-02-28 13:15:00+00:00,3.42,548.0
2025-02-28 13:30:00+00:00,3.43,552.0
2025-02-28 13:45:00+00:00,3.42,548.0
2025-02-28 14:00:00+00:00,3.43,552.0
2025-02-28 14:15:00+00:00,3.42,548.0
2025-02-28 14:30:00+00:00,3.43,552.0
2025-02-28 14:45:00+00:00,3.42,548.0
2025-02-28 15:00:00+00:00,3.43,552.0
2025-02-28 15:15:00+00:00,3.43,552.0
2025-02-28 15:30:00+00:00,3.43,552.0
2025-02-28 15:45:00+00:00,3.43,552.0
2025-02-28 16:00:00+00:00,3.43,552.0
2025-02-28 16:15:00+00:00,3.43,552.0
2025-02-28 16:30:00+00:00,3.43,552.0
2025-02-28 16:45:00+00:00,3.43,552.0
2025-02-28 17:00:00+00:00,3.43,552.0
2025-02-28 17:15:00+00:00,3.43,552.0
2025-02-28 17:30:00+00:00,3.43,552.0
2025-02-28 17:45:00+00:00,3.43,552.0
2025-02-28 18:00:00+00:00,3.43,552.0
2025-02-28 18:15:00+00:00,3.42,548.0
2025-02-28 18:30:00+00:00,3.43,552.0
2025-02-28 18:45:00+00:00,3.42,548.0
2025-02-28 19:00:00+00:00,3.43,552.0
2025-02-28 19:15:00+00:00,3.43,552.0
2025-02-28 19:30:00+00:00,3.43,552.0
2025-02-28 19:45:00+00:00,3.43,552.0
2025-02-28 20:00:00+00:00,3.42,548.0
2025-02-28 20:15:00+00:00,3.42,548.0
2025-02-28 20:30:00+00:00,3.42,548.0
2025-02-28 20:45:00+00:00,3.42,548.0
2025-02-28 21:00:00+00:00,3.42,548.0
2025-02-28 21:15:00+00:00,3.42,548.0
2025-02-28 21:30:00+00:00,3.42,548.0
2025-02-28 21:45:00+00:00,3.42,548.0
2025-02-28 22:00:00+00:00,3.42,548.0
2025-02-28 22:15:00+00:00,3.43,552.0
2025-02-28 22:30:00+00:00,3.42,548.0
2025-02-28 22:45:00+00:00,3.42,548.0
2025-02-28 23:00:00+00:00,3.41,544.0
2025-02-28 23:15:00+00:00,3.43,552.0
2025-02-28 23:30:00+00:00,3.42,548.0
2025-02-28 23:45:00+00:00,3.4,539.0
2025-03-01 00:00:00+00:00,3.42,548.0
2025-03-01 00:15:00+00:00,3.41,544.0
2025-03-01 00:30:00+00:00,3.4,539.0
2025-03-01 00:45:00+00:00,3.4,539.0
2025-03-01 01:00:00+00:00,3.4,539.0
2025-03-01 01:15:00+00:00,3.39,535.0
2025-03-01 01:30:00+00:00,3.4,539.0
2025-03-01 01:45:00+00:00,3.4,539.0
2025-03-01 02:00:00+00:00,3.39,535.0
2025-03-01 02:15:00+00:00,3.38,531.0
2025-03-01 02:30:00+00:00,3.38,531.0
2025-03-01 02:45:00+00:00,3.38,531.0
2025-03-01 03:00:00+00:00,3.38,531.0
2025-03-01 03:15:00+00:00,3.38,531.0
2025-03-01 03:30:00+00:00,3.38,531.0
2025-03-01 03:45:00+00:00,3.37,526.0
2025-03-01 04:00:00+00:00,3.38,531.0
2025-03-01 04:15:00+00:00,3.37,526.0
2025-03-01 04:30:00+00:00,3.38,531.0
2025-03-01 04:45:00+00:00,3.37,526.0
2025-03-01 05:00:00+00:00,3.36,522.0
2025-03-01 05:15:00+00:00,3.36,522.0
2025-03-01 05:30:00+00:00,3.36,522.0
2025-03-01 05:45:00+00:00,3.36,522.0
2025-03-01 06:00:00+00:00,3.35,518.0
2025-03-01 06:15:00+00:00,3.36,522.0
2025-03-01 06:30:00+00:00,3.35,518.0
2025-03-01 06:45:00+00:00,3.36,522.0
2025-03-01 07:00:00+00:00,3.35,518.0
2025-03-01 07:15:00+00:00,3.36,522.0
2025-03-01 07:30:00+00:00,3.35,518.0
2025-03-01 07:45:00+00:00,3.36,522.0
2025-03-01 08:00:00+00:00,3.36,522.0
2025-03-01 08:15:00+00:00,3.35,518.0
2025-03-01 08:30:00+00:00,3.36,522.0
2025-03-01 08:45:00+00:00,3.36,522.0
2025-03-01 09:00:00+00:00,3.35,518.0
2025-03-01 09:15:00+00:00,3.35,518.0
2025-03-01 09:30:00+00:00,3.36,522.0
2025-03-01 09:45:00+00:00,3.36,522.0
2025-03-01 10:00:00+00:00,3.36,522.0
2025-03-01 10:15:00+00:00,3.35,518.0
2025-03-01 10:30:00+00:00,3.35,518.0
2025-03-01 10:45:00+00:00,3.37,526.0
2025-03-01 11:00:00+00:00,3.36,522.0
2025-03-01 11:15:00+00:00,3.36,522.0
2025-03-01 11:30:00+00:00,3.36,522.0
2025-03-01 11:45:00+00:00,3.36,522.0
2025-03-01 12:00:00+00:00,3.36,522.0
2025-03-01 12:15:00+00:00,3.36,522.0
2025-03-01 12:30:00+00:00,3.36,522.0
2025-03-01 12:45:00+00:00,3.35,518.0
2025-03-01 13:00:00+00:00,3.36,522.0
2025-03-01 13:15:00+00:00,3.35,518.0
2025-03-01 13:30:00+00:00,3.35,518.0
2025-03-01 13:45:00+00:00,3.35,518.0
2025-03-01 14:00:00+00:00,3.35,518.0
2025-03-01 14:15:00+00:00,3.36,522.0
2025-03-01 14:30:00+00:00,3.35,518.0
2025-03-01 14:45:00+00:00,3.35,518.0
2025-03-01 15:00:00+00:00,3.35,518.0
2025-03-01 15:15:00+00:00,3.35,518.0
2025-03-01 15:30:00+00:00,3.36,522.0
2025-03-01 15:45:00+00:00,3.35,518.0
2025-03-01 16:00:00+00:00,3.35,518.0
2025-03-01 16:15:00+00:00,3.36,522.0
2025-03-01 16:30:00+00:00,3.36,522.0
2025-03-01 16:45:00+00:00,3.36,522.0
2025-03-01 17:00:00+00:00,3.36,522.0
2025-03-01 17:15:00+00:00,3.35,518.0
2025-03-01 17:30:00+00:00,3.35,518.0
2025-03-01 17:45:00+00:00,3.35,518.0
2025-03-01 18:00:00+00:00,3.35,518.0
2025-03-01 18:15:00+00:00,3.35,518.0
2025-03-01 18:30:00+00:00,3.35,518.0
2025-03-01 18:45:00+00:00,3.35,518.0
2025-03-01 19:00:00+00:00,3.35,518.0
2025-03-01 19:15:00+00:00,3.34,514.0
2025-03-01 19:30:00+00:00,3.35,518.0
2025-03-01 19:45:00+00:00,3.35,518.0
2025-03-01 20:00:00+00:00,3.35,518.0
2025-03-01 20:15:00+00:00,3.34,514.0
2025-03-01 20:30:00+00:00,3.35,518.0
2025-03-01 20:45:00+00:00,3.35,518.0
2025-03-01 21:00:00+00:00,3.34,514.0
2025-03-01 21:15:00+00:00,3.34,514.0
2025-03-01 21:30:00+00:00,3.34,514.0
2025-03-01 21:45:00+00:00,3.34,514.0
2025-03-01 22:00:00+00:00,3.33,509.0
2025-03-01 22:15:00+00:00,3.34,514.0
2025-03-01 22:30:00+00:00,3.35,518.0
2025-03-01 22:45:00+00:00,3.34,514.0
2025-03-01 23:00:00+00:00,3.34,514.0
2025-03-01 23:15:00+00:00,3.34,514.0
2025-03-01 23:30:00+00:00,3.34,514.0
2025-03-01 23:45:00+00:00,3.34,514.0
2025-03-02 00:00:00+00:00,3.32,505.0
2025-03-02 00:15:00+00:00,3.33,509.0
2025-03-02 00:30:00+00:00,3.33,509.0
2025-03-02 00:45:00+00:00,3.33,509.0
2025-03-02 01:00:00+00:00,3.32,505.0
2025-03-02 01:15:00+00:00,3.32,505.0
2025-03-02 01:30:00+00:00,3.31,501.0
2025-03-02 01:45:00+00:00,3.32,505.0
2025-03-02 02:00:00+00:00,3.31,501.0
2025-03-02 02:15:00+00:00,3.32,505.0
2025-03-02 02:30:00+00:00,3.3,497.0
2025-03-02 02:45:00+00:00,3.31,501.0
2025-03-02 03:00:00+00:00,3.3,497.0
2025-03-02 03:15:00+00:00,3.31,501.0
2025-03-02 03:30:00+00:00,3.3,497.0
2025-03-02 03:45:00+00:00,3.3,497.0
2025-03-02 04:00:00+00:00,3.3,497.0
2025-03-02 04:15:00+00:00,3.3,497.0
2025-03-02 04:30:00+00:00,3.29,493.0
2025-03-02 04:45:00+00:00,3.29,493.0
2025-03-02 05:00:00+00:00,3.3,497.0
2025-03-02 05:15:00+00:00,3.3,497.0
2025-03-02 05:30:00+00:00,3.29,493.0
2025-03-02 05:45:00+00:00,3.29,493.0
2025-03-02 06:00:00+00:00,3.29,493.0
2025-03-02 06:15:00+00:00,3.29,493.0
2025-03-02 06:30:00+00:00,3.29,493.0
2025-03-02 06:45:00+00:00,3.29,493.0
2025-03-02 07:00:00+00:00,3.29,493.0
2025-03-02 07:15:00+00:00,3.28,489.0
2025-03-02 07:30:00+00:00,3.29,493.0
2025-03-02 07:45:00+00:00,3.28,489.0
2025-03-02 08:00:00+00:00,3.29,493.0
2025-03-02 08:15:00+00:00,3.29,493.0
2025-03-02 08:30:00+00:00,3.28,489.0
2025-03-02 08:45:00+00:00,3.28,489.0
2025-03-02 09:00:00+00:00,3.28,489.0
2025-03-02 09:15:00+00:00,3.29,493.0
2025-03-02 09:30:00+00:00,3.29,493.0
2025-03-02 09:45:00+00:00,3.29,493.0
2025-03-02 10:00:00+00:00,3.28,489.0
2025-03-02 10:15:00+00:00,3.29,493.0
2025-03-02 10:30:00+00:00,3.28,489.0
2025-03-02 10:45:00+00:00,3.28,489.0
2025-03-02 11:00:00+00:00,3.29,493.0
2025-03-02 11:15:00+00:00,3.29,493.0
2025-03-02 11:30:00+00:00,3.28,489.0
2025-03-02 11:45:00+00:00,3.28,489.0
2025-03-02 12:00:00+00:00,3.28,489.0
2025-03-02 12:15:00+00:00,3.29,493.0
2025-03-02 12:30:00+00:00,3.28,489.0
2025-03-02 12:45:00+00:00,3.28,489.0
2025-03-02 13:00:00+00:00,3.29,493.0
2025-03-02 13:15:00+00:00,3.28,489.0
2025-03-02 13:30:00+00:00,3.29,493.0
2025-03-02 13:45:00+00:00,3.28,489.0
2025-03-02 14:00:00+00:00,3.28,489.0
2025-03-02 14:15:00+00:00,3.28,489.0
2025-03-02 14:30:00+00:00,3.28,489.0
2025-03-02 14:45:00+00:00,3.28,489.0
2025-03-02 15:00:00+00:00,3.28,489.0
2025-03-02 15:15:00+00:00,3.29,493.0
2025-03-02 15:30:00+00:00,3.29,493.0
2025-03-02 15:45:00+00:00,3.28,489.0
2025-03-02 16:00:00+00:00,3.28,489.0
2025-03-02 16:15:00+00:00,3.28,489.0
2025-03-02 16:30:00+00:00,3.29,493.0
2025-03-02 16:45:00+00:00,3.28,489.0
2025-03-02 17:00:00+00:00,3.28,489.0
2025-03-02 17:15:00+00:00,3.28,489.0
2025-03-02 17:30:00+00:00,3.28,489.0
2025-03-02 17:45:00+00:00,3.28,489.0
2025-03-02 18:00:00+00:00,3.28,489.0
2025-03-02 18:15:00+00:00,3.28,489.0
2025-03-02 18:30:00+00:00,3.28,489.0
2025-03-02 18:45:00+00:00,3.28,489.0
2025-03-02 19:00:00+00:00,3.27,485.0
2025-03-02 19:15:00+00:00,3.28,489.0
2025-03-02 19:30:00+00:00,3.28,489.0
2025-03-02 19:45:00+00:00,3.28,489.0
2025-03-02 20:00:00+00:00,3.27,485.0
2025-03-02 20:15:00+00:00,3.28,489.0
2025-03-02 20:30:00+00:00,3.27,485.0
2025-03-02 20:45:00+00:00,3.27,485.0
2025-03-02 21:00:00+00:00,3.27,485.0
2025-03-02 21:15:00+00:00,3.27,485.0
2025-03-02 21:30:00+00:00,3.27,485.0
2025-03-02 21:45:00+00:00,3.26,480.0
2025-03-02 22:00:00+00:00,3.26,480.0
2025-03-02 22:15:00+00:00,3.28,489.0
2025-03-02 22:30:00+00:00,3.27,485.0
2025-03-02 22:45:00+00:00,3.27,485.0
