dt,value_H,value_Q
2024-04-02 04:30:00+00:00,3.15,429.0
2024-04-02 04:45:00+00:00,3.15,429.0
2024-04-02 05:00:00+00:00,3.15,429.0
2024-04-02 05:15:00+00:00,3.15,429.0
2024-04-02 05:30:00+00:00,3.13,421.0
2024-04-02 05:45:00+00:00,3.18,441.0
2024-04-02 06:00:00+00:00,3.22,456.0
2024-04-02 06:15:00+00:00,3.23,460.0
2024-04-02 06:30:00+00:00,3.22,456.0
2024-04-02 06:45:00+00:00,3.24,464.0
2024-04-02 07:00:00+00:00,3.23,460.0
2024-04-02 07:15:00+00:00,3.22,456.0
2024-04-02 07:30:00+00:00,3.23,460.0
2024-04-02 07:45:00+00:00,3.22,456.0
2024-04-02 08:00:00+00:00,3.23,460.0
2024-04-02 08:15:00+00:00,3.23,460.0
2024-04-02 08:30:00+00:00,3.23,460.0
2024-04-02 08:45:00+00:00,3.24,464.0
2024-04-02 09:00:00+00:00,3.24,464.0
2024-04-02 09:15:00+00:00,3.23,460.0
2024-04-02 09:30:00+00:00,3.24,464.0
2024-04-02 09:45:00+00:00,3.24,464.0
2024-04-02 10:00:00+00:00,3.24,464.0
2024-04-02 10:15:00+00:00,3.24,464.0
2024-04-02 10:30:00+00:00,3.25,468.0
2024-04-02 10:45:00+00:00,3.25,468.0
2024-04-02 11:00:00+00:00,3.25,468.0
2024-04-02 11:15:00+00:00,3.26,472.0
2024-04-02 11:30:00+00:00,3.26,472.0
2024-04-02 11:45:00+00:00,3.26,472.0
2024-04-02 12:00:00+00:00,3.27,476.0
2024-04-02 12:15:00+00:00,3.27,476.0
2024-04-02 12:30:00+00:00,3.27,476.0
2024-04-02 12:45:00+00:00,3.28,480.0
2024-04-02 13:00:00+00:00,3.29,485.0
2024-04-02 13:15:00+00:00,3.29,485.0
2024-04-02 13:30:00+00:00,3.29,485.0
2024-04-02 13:45:00+00:00,3.29,485.0
2024-04-02 14:00:00+00:00,3.29,485.0
2024-04-02 14:15:00+00:00,3.3,489.0
2024-04-02 14:30:00+00:00,3.3,489.0
2024-04-02 14:45:00+00:00,3.31,493.0
2024-04-02 15:00:00+00:00,3.31,493.0
2024-04-02 15:15:00+00:00,3.31,493.0
2024-04-02 15:30:00+00:00,3.32,497.0
2024-04-02 15:45:00+00:00,3.31,493.0
2024-04-02 16:00:00+00:00,3.32,497.0
2024-04-02 16:15:00+00:00,3.33,501.0
2024-04-02 16:30:00+00:00,3.33,501.0
2024-04-02 16:45:00+00:00,3.33,501.0
2024-04-02 17:00:00+00:00,3.33,501.0
2024-04-02 17:15:00+00:00,3.33,501.0
2024-04-02 17:30:00+00:00,3.32,497.0
2024-04-02 17:45:00+00:00,3.32,497.0
2024-04-02 18:00:00+00:00,3.33,501.0
2024-04-02 18:15:00+00:00,3.33,501.0
2024-04-02 18:30:00+00:00,3.33,501.0
2024-04-02 18:45:00+00:00,3.33,501.0
2024-04-02 19:00:00+00:00,3.34,505.0
2024-04-02 19:15:00+00:00,3.34,505.0
2024-04-02 19:30:00+00:00,3.35,509.0
2024-04-02 19:45:00+00:00,3.36,514.0
2024-04-02 20:00:00+00:00,3.38,522.0
2024-04-02 20:15:00+00:00,3.42,539.0
2024-04-02 20:30:00+00:00,3.46,557.0
2024-04-02 20:45:00+00:00,3.51,579.0
2024-04-02 21:00:00+00:00,3.57,606.0
2024-04-02 21:15:00+00:00,3.62,630.0
2024-04-02 21:30:00+00:00,3.68,658.0
2024-04-02 21:45:00+00:00,3.72,678.0
2024-04-02 22:00:00+00:00,3.79,712.0
2024-04-02 22:15:00+00:00,3.83,732.0
2024-04-02 22:30:00+00:00,3.88,758.0
2024-04-02 22:45:00+00:00,3.9,769.0
2024-04-02 23:00:00+00:00,3.93,784.0
2024-04-02 23:15:00+00:00,3.96,800.0
2024-04-02 23:30:00+00:00,3.97,806.0
2024-04-02 23:45:00+00:00,3.98,811.0
2024-04-03 00:00:00+00:00,3.99,816.0
2024-04-03 00:15:00+00:00,3.99,816.0
2024-04-03 00:30:00+00:00,4.0,822.0
2024-04-03 00:45:00+00:00,4.0,822.0
2024-04-03 01:00:00+00:00,3.99,816.0
2024-04-03 01:15:00+00:00,3.99,816.0
2024-04-03 01:30:00+00:00,3.98,811.0
2024-04-03 01:45:00+00:00,3.97,806.0
2024-04-03 02:00:00+00:00,3.96,800.0
2024-04-03 02:15:00+00:00,3.95,795.0
2024-04-03 02:30:00+00:00,3.93,784.0
2024-04-03 02:45:00+00:00,3.91,774.0
2024-04-03 03:00:00+00:00,3.91,774.0
2024-04-03 03:15:00+00:00,3.9,769.0
2024-04-03 03:30:00+00:00,3.89,763.0
2024-04-03 03:45:00+00:00,3.88,758.0
2024-04-03 04:00:00+00:00,3.87,753.0
2024-04-03 04:15:00+00:00,3.85,743.0
2024-04-03 04:30:00+00:00,3.84,738.0
2024-04-03 04:45:00+00:00,3.84,738.0
2024-04-03 05:00:00+00:00,3.82,727.0
2024-04-03 05:15:00+00:00,3.8,717.0
2024-04-03 05:30:00+00:00,3.79,712.0
2024-04-03 05:45:00+00:00,3.78,707.0
2024-04-03 06:00:00+00:00,3.77,702.0
2024-04-03 06:15:00+00:00,3.77,702.0
2024-04-03 06:30:00+00:00,3.75,692.0
2024-04-03 06:45:00+00:00,3.74,687.0
2024-04-03 07:00:00+00:00,3.73,683.0
2024-04-03 07:15:00+00:00,3.73,683.0
2024-04-03 07:30:00+00:00,3.72,678.0
2024-04-03 07:45:00+00:00,3.71,673.0
2024-04-03 08:00:00+00:00,3.71,673.0
2024-04-03 08:15:00+00:00,3.7,668.0
2024-04-03 08:30:00+00:00,3.7,668.0
2024-04-03 08:45:00+00:00,3.69,663.0
2024-04-03 09:00:00+00:00,3.68,658.0
2024-04-03 09:15:00+00:00,3.69,663.0
2024-04-03 09:30:00+00:00,3.67,653.0
2024-04-03 09:45:00+00:00,3.68,658.0
2024-04-03 10:00:00+00:00,3.68,658.0
2024-04-03 10:15:00+00:00,3.67,653.0
2024-04-03 10:30:00+00:00,3.67,653.0
2024-04-03 10:45:00+00:00,3.67,653.0
2024-04-03 11:00:00+00:00,3.66,649.0
2024-04-03 11:15:00+00:00,3.66,649.0
2024-04-03 11:30:00+00:00,3.66,649.0
2024-04-03 11:45:00+00:00,3.64,639.0
2024-04-03 12:00:00+00:00,3.65,644.0
2024-04-03 12:15:00+00:00,3.65,644.0
2024-04-03 12:30:00+00:00,3.64,639.0
2024-04-03 12:45:00+00:00,3.64,639.0
2024-04-03 13:00:00+00:00,3.64,639.0
2024-04-03 13:15:00+00:00,3.63,634.0
2024-04-03 13:30:00+00:00,3.63,634.0
2024-04-03 13:45:00+00:00,3.62,630.0
2024-04-03 14:00:00+00:00,3.63,634.0
2024-04-03 14:15:00+00:00,3.63,634.0
2024-04-03 14:30:00+00:00,3.63,634.0
2024-04-03 14:45:00+00:00,3.62,630.0
2024-04-03 15:00:00+00:00,3.63,634.0
2024-04-03 15:15:00+00:00,3.62,630.0
2024-04-03 15:30:00+00:00,3.61,625.0
2024-04-03 15:45:00+00:00,3.61,625.0
2024-04-03 16:00:00+00:00,3.6,620.0
2024-04-03 16:15:00+00:00,3.6,620.0
2024-04-03 16:30:00+00:00,3.59,616.0
2024-04-03 16:45:00+00:00,3.58,611.0
2024-04-03 17:00:00+00:00,3.59,616.0
2024-04-03 17:15:00+00:00,3.58,611.0
2024-04-03 17:30:00+00:00,3.57,606.0
2024-04-03 17:45:00+00:00,3.56,602.0
2024-04-03 18:00:00+00:00,3.56,602.0
2024-04-03 18:15:00+00:00,3.56,602.0
2024-04-03 18:30:00+00:00,3.55,597.0
2024-04-03 18:45:00+00:00,3.54,593.0
2024-04-03 19:00:00+00:00,3.54,593.0
2024-04-03 19:15:00+00:00,3.54,593.0
2024-04-03 19:30:00+00:00,3.53,588.0
2024-04-03 19:45:00+00:00,3.52,584.0
2024-04-03 20:00:00+00:00,3.52,584.0
2024-04-03 20:15:00+00:00,3.52,584.0
2024-04-03 20:30:00+00:00,3.52,584.0
2024-04-03 20:45:00+00:00,3.5,575.0
2024-04-03 21:00:00+00:00,3.5,575.0
2024-04-03 21:15:00+00:00,3.5,575.0
2024-04-03 21:30:00+00:00,3.5,575.0
2024-04-03 21:45:00+00:00,3.49,570.0
2024-04-03 22:00:00+00:00,3.49,570.0
2024-04-03 22:15:00+00:00,3.49,570.0
2024-04-03 22:30:00+00:00,3.49,570.0
2024-04-03 22:45:00+00:00,3.49,570.0
2024-04-03 23:00:00+00:00,3.48,566.0
2024-04-03 23:15:00+00:00,3.48,566.0
2024-04-03 23:30:00+00:00,3.47,561.0
2024-04-03 23:45:00+00:00,3.48,566.0
2024-04-04 00:00:00+00:00,3.47,561.0
2024-04-04 00:15:00+00:00,3.46,557.0
2024-04-04 00:30:00+00:00,3.46,557.0
2024-04-04 00:45:00+00:00,3.45,552.0
2024-04-04 01:00:00+00:00,3.45,552.0
2024-04-04 01:15:00+00:00,3.44,548.0
2024-04-04 01:30:00+00:00,3.44,548.0
2024-04-04 01:45:00+00:00,3.44,548.0
2024-04-04 02:00:00+00:00,3.43,544.0
2024-04-04 02:15:00+00:00,3.43,544.0
2024-04-04 02:30:00+00:00,3.42,539.0
2024-04-04 02:45:00+00:00,3.43,544.0
2024-04-04 03:00:00+00:00,3.43,544.0
2024-04-04 03:15:00+00:00,3.41,535.0
2024-04-04 03:30:00+00:00,3.41,535.0
2024-04-04 03:45:00+00:00,3.41,535.0
2024-04-04 04:00:00+00:00,3.4,531.0
2024-04-04 04:15:00+00:00,3.4,531.0
2024-04-04 04:30:00+00:00,3.4,531.0
2024-04-04 04:45:00+00:00,3.39,526.0
2024-04-04 05:00:00+00:00,3.4,531.0
2024-04-04 05:15:00+00:00,3.4,531.0
2024-04-04 05:30:00+00:00,3.4,531.0
2024-04-04 05:45:00+00:00,3.4,531.0
2024-04-04 06:00:00+00:00,3.4,531.0
2024-04-04 06:15:00+00:00,3.39,526.0
2024-04-04 06:30:00+00:00,3.39,526.0
2024-04-04 06:45:00+00:00,3.39,526.0
2024-04-04 07:00:00+00:00,3.39,526.0
2024-04-04 07:15:00+00:00,3.38,522.0
2024-04-04 07:30:00+00:00,3.38,522.0
2024-04-04 07:45:00+00:00,3.39,526.0
2024-04-04 08:00:00+00:00,3.38,522.0
2024-04-04 08:15:00+00:00,3.38,522.0
2024-04-04 08:30:00+00:00,3.38,522.0
2024-04-04 08:45:00+00:00,3.38,522.0
2024-04-04 09:00:00+00:00,3.37,518.0
2024-04-04 09:15:00+00:00,3.38,522.0
2024-04-04 09:30:00+00:00,3.37,518.0
2024-04-04 09:45:00+00:00,3.37,518.0
2024-04-04 10:00:00+00:00,3.38,522.0
2024-04-04 10:15:00+00:00,3.37,518.0
2024-04-04 10:30:00+00:00,3.37,518.0
2024-04-04 10:45:00+00:00,3.37,518.0
2024-04-04 11:00:00+00:00,3.37,518.0
2024-04-04 11:15:00+00:00,3.37,518.0
2024-04-04 11:30:00+00:00,3.37,518.0
2024-04-04 11:45:00+00:00,3.36,514.0
2024-04-04 12:00:00+00:00,3.37,518.0
2024-04-04 12:15:00+00:00,3.36,514.0
2024-04-04 12:30:00+00:00,3.37,518.0
2024-04-04 12:45:00+00:00,3.36,514.0
2024-04-04 13:00:00+00:00,3.36,514.0
2024-04-04 13:15:00+00:00,3.35,509.0
2024-04-04 13:30:00+00:00,3.35,509.0
2024-04-04 13:45:00+00:00,3.36,514.0
2024-04-04 14:00:00+00:00,3.35,509.0
2024-04-04 14:15:00+00:00,3.35,509.0
2024-04-04 14:30:00+00:00,3.35,509.0
2024-04-04 14:45:00+00:00,3.36,514.0
2024-04-04 15:00:00+00:00,3.35,509.0
2024-04-04 15:15:00+00:00,3.35,509.0
2024-04-04 15:30:00+00:00,3.35,509.0
2024-04-04 15:45:00+00:00,3.35,509.0
2024-04-04 16:00:00+00:00,3.36,514.0
2024-04-04 16:15:00+00:00,3.35,509.0
2024-04-04 16:30:00+00:00,3.35,509.0
2024-04-04 16:45:00+00:00,3.35,509.0
2024-04-04 17:00:00+00:00,3.35,509.0
2024-04-04 17:15:00+00:00,3.35,509.0
2024-04-04 17:30:00+00:00,3.34,505.0
2024-04-04 17:45:00+00:00,3.35,509.0
2024-04-04 18:00:00+00:00,3.34,505.0
2024-04-04 18:15:00+00:00,3.35,509.0
2024-04-04 18:30:00+00:00,3.34,505.0
2024-04-04 18:45:00+00:00,3.34,505.0
2024-04-04 19:00:00+00:00,3.35,509.0
2024-04-04 19:15:00+00:00,3.33,501.0
2024-04-04 19:30:00+00:00,3.33,501.0
2024-04-04 19:45:00+00:00,3.33,501.0
2024-04-04 20:00:00+00:00,3.34,505.0
2024-04-04 20:15:00+00:00,3.33,501.0
2024-04-04 20:30:00+00:00,3.33,501.0
2024-04-04 20:45:00+00:00,3.33,501.0
2024-04-04 21:00:00+00:00,3.33,501.0
2024-04-04 21:15:00+00:00,3.32,497.0
2024-04-04 21:30:00+00:00,3.32,497.0
2024-04-04 21:45:00+00:00,3.33,501.0
2024-04-04 22:00:00+00:00,3.32,497.0
2024-04-04 22:15:00+00:00,3.32,497.0
2024-04-04 22:30:00+00:00,3.33,501.0
2024-04-04 22:45:00+00:00,3.33,501.0
2024-04-04 23:00:00+00:00,3.32,497.0
2024-04-04 23:15:00+00:00,3.32,497.0
2024-04-04 23:30:00+00:00,3.32,497.0
2024-04-04 23:45:00+00:00,3.31,493.0
2024-04-05 00:00:00+00:00,3.31,493.0
2024-04-05 00:15:00+00:00,3.32,497.0
2024-04-05 00:30:00+00:00,3.31,493.0
2024-04-05 00:45:00+00:00,3.3,489.0
2024-04-05 01:00:00+00:00,3.3,489.0
2024-04-05 01:15:00+00:00,3.3,489.0
2024-04-05 01:30:00+00:00,3.29,485.0
2024-04-05 01:45:00+00:00,3.29,485.0
2024-04-05 02:00:00+00:00,3.29,485.0
2024-04-05 02:15:00+00:00,3.29,485.0
2024-04-05 02:30:00+00:00,3.28,480.0
2024-04-05 02:45:00+00:00,3.27,476.0
2024-04-05 03:00:00+00:00,3.27,476.0
2024-04-05 03:15:00+00:00,3.27,476.0
2024-04-05 03:30:00+00:00,3.27,476.0
2024-04-05 03:45:00+00:00,3.27,476.0
2024-04-05 04:00:00+00:00,3.26,472.0
2024-04-05 04:15:00+00:00,3.25,468.0
2024-04-05 04:30:00+00:00,3.26,472.0
2024-04-05 04:45:00+00:00,3.25,468.0
2024-04-05 05:00:00+00:00,3.25,468.0
2024-04-05 05:15:00+00:00,3.25,468.0
2024-04-05 05:30:00+00:00,3.25,468.0
2024-04-05 05:45:00+00:00,3.25,468.0
2024-04-05 06:00:00+00:00,3.26,472.0
2024-04-05 06:15:00+00:00,3.25,468.0
2024-04-05 06:30:00+00:00,3.26,472.0
2024-04-05 06:45:00+00:00,3.25,468.0
2024-04-05 07:00:00+00:00,3.25,468.0
2024-04-05 07:15:00+00:00,3.25,468.0
2024-04-05 07:30:00+00:00,3.25,468.0
2024-04-05 07:45:00+00:00,3.24,464.0
2024-04-05 08:00:00+00:00,3.24,464.0
2024-04-05 08:15:00+00:00,3.25,468.0
2024-04-05 08:30:00+00:00,3.24,464.0
2024-04-05 08:45:00+00:00,3.24,464.0
2024-04-05 09:00:00+00:00,3.24,464.0
2024-04-05 09:15:00+00:00,3.24,464.0
2024-04-05 09:30:00+00:00,3.23,460.0
2024-04-05 09:45:00+00:00,3.24,464.0
2024-04-05 10:00:00+00:00,3.23,460.0
2024-04-05 10:15:00+00:00,3.24,464.0
2024-04-05 10:30:00+00:00,3.24,464.0
2024-04-05 10:45:00+00:00,3.24,464.0
2024-04-05 11:00:00+00:00,3.23,460.0
2024-04-05 11:15:00+00:00,3.24,464.0
2024-04-05 11:30:00+00:00,3.24,464.0
2024-04-05 11:45:00+00:00,3.23,460.0
2024-04-05 12:00:00+00:00,3.22,456.0
2024-04-05 12:15:00+00:00,3.23,460.0
2024-04-05 12:30:00+00:00,3.23,460.0
2024-04-05 12:45:00+00:00,3.23,460.0
2024-04-05 13:00:00+00:00,3.23,460.0
2024-04-05 13:15:00+00:00,3.23,460.0
2024-04-05 13:30:00+00:00,3.23,460.0
2024-04-05 13:45:00+00:00,3.23,460.0
2024-04-05 14:00:00+00:00,3.23,460.0
2024-04-05 14:15:00+00:00,3.23,460.0
2024-04-05 14:30:00+00:00,3.23,460.0
2024-04-05 14:45:00+00:00,3.23,460.0
2024-04-05 15:00:00+00:00,3.24,464.0
2024-04-05 15:15:00+00:00,3.23,460.0
2024-04-05 15:30:00+00:00,3.23,460.0
2024-04-05 15:45:00+00:00,3.23,460.0
2024-04-05 16:00:00+00:00,3.23,460.0
2024-04-05 16:15:00+00:00,3.23,460.0
2024-04-05 16:30:00+00:00,3.23,460.0
2024-04-05 16:45:00+00:00,3.23,460.0
2024-04-05 17:00:00+00:00,3.23,460.0
2024-04-05 17:15:00+00:00,3.23,460.0
2024-04-05 17:30:00+00:00,3.23,460.0
2024-04-05 17:45:00+00:00,3.22,456.0
2024-04-05 18:00:00+00:00,3.22,456.0
2024-04-05 18:15:00+00:00,3.23,460.0
2024-04-05 18:30:00+00:00,3.23,460.0
2024-04-05 18:45:00+00:00,3.23,460.0
2024-04-05 19:00:00+00:00,3.23,460.0
2024-04-05 19:15:00+00:00,3.22,456.0
2024-04-05 19:30:00+00:00,3.22,456.0
2024-04-05 19:45:00+00:00,3.22,456.0
2024-04-05 20:00:00+00:00,3.22,456.0
2024-04-05 20:15:00+00:00,3.22,456.0
2024-04-05 20:30:00+00:00,3.22,456.0
2024-04-05 20:45:00+00:00,3.21,452.0
2024-04-05 21:00:00+00:00,3.21,452.0
2024-04-05 21:15:00+00:00,3.22,456.0
2024-04-05 21:30:00+00:00,3.22,456.0
2024-04-05 21:45:00+00:00,3.22,456.0
2024-04-05 22:00:00+00:00,3.21,452.0
2024-04-05 22:15:00+00:00,3.22,456.0
2024-04-05 22:30:00+00:00,3.21,452.0
2024-04-05 22:45:00+00:00,3.21,452.0
2024-04-05 23:00:00+00:00,3.21,452.0
2024-04-05 23:15:00+00:00,3.22,456.0
2024-04-05 23:30:00+00:00,3.21,452.0
2024-04-05 23:45:00+00:00,3.22,456.0
2024-04-06 00:00:00+00:00,3.21,452.0
2024-04-06 00:15:00+00:00,3.21,452.0
2024-04-06 00:30:00+00:00,3.21,452.0
2024-04-06 00:45:00+00:00,3.2,448.0
2024-04-06 01:00:00+00:00,3.21,452.0
2024-04-06 01:15:00+00:00,3.2,448.0
2024-04-06 01:30:00+00:00,3.2,448.0
2024-04-06 01:45:00+00:00,3.19,444.0
2024-04-06 02:00:00+00:00,3.19,444.0
2024-04-06 02:15:00+00:00,3.19,444.0
2024-04-06 02:30:00+00:00,3.19,444.0
2024-04-06 02:45:00+00:00,3.18,441.0
2024-04-06 03:00:00+00:00,3.17,437.0
2024-04-06 03:15:00+00:00,3.17,437.0
2024-04-06 03:30:00+00:00,3.18,441.0
2024-04-06 03:45:00+00:00,3.18,441.0
2024-04-06 04:00:00+00:00,3.17,437.0
2024-04-06 04:15:00+00:00,3.17,437.0
2024-04-06 04:30:00+00:00,3.17,437.0
2024-04-06 04:45:00+00:00,3.17,437.0
2024-04-06 05:00:00+00:00,3.18,441.0
2024-04-06 05:15:00+00:00,3.17,437.0
2024-04-06 05:30:00+00:00,3.16,433.0
2024-04-06 05:45:00+00:00,3.17,437.0
2024-04-06 06:00:00+00:00,3.17,437.0
2024-04-06 06:15:00+00:00,3.17,437.0
2024-04-06 06:30:00+00:00,3.17,437.0
2024-04-06 06:45:00+00:00,3.17,437.0
2024-04-06 07:00:00+00:00,3.17,437.0
2024-04-06 07:15:00+00:00,3.17,437.0
2024-04-06 07:30:00+00:00,3.16,433.0
2024-04-06 07:45:00+00:00,3.17,437.0
2024-04-06 08:00:00+00:00,3.17,437.0
2024-04-06 08:15:00+00:00,3.17,437.0
2024-04-06 08:30:00+00:00,3.17,437.0
2024-04-06 08:45:00+00:00,3.17,437.0
2024-04-06 09:00:00+00:00,3.16,433.0
2024-04-06 09:15:00+00:00,3.16,433.0
2024-04-06 09:30:00+00:00,3.16,433.0
2024-04-06 09:45:00+00:00,3.16,433.0
2024-04-06 10:00:00+00:00,3.17,437.0
2024-04-06 10:15:00+00:00,3.17,437.0
2024-04-06 10:30:00+00:00,3.17,437.0
2024-04-06 10:45:00+00:00,3.17,437.0
2024-04-06 11:00:00+00:00,3.17,437.0
2024-04-06 11:15:00+00:00,3.15,429.0
2024-04-06 11:30:00+00:00,3.16,433.0
2024-04-06 11:45:00+00:00,3.16,433.0
2024-04-06 12:00:00+00:00,3.16,433.0
2024-04-06 12:15:00+00:00,3.16,433.0
2024-04-06 12:30:00+00:00,3.16,433.0
2024-04-06 12:45:00+00:00,3.16,433.0
2024-04-06 13:00:00+00:00,3.16,433.0
2024-04-06 13:15:00+00:00,3.17,437.0
2024-04-06 13:30:00+00:00,3.17,437.0
2024-04-06 13:45:00+00:00,3.16,433.0
2024-04-06 14:00:00+00:00,3.17,437.0
2024-04-06 14:15:00+00:00,3.16,433.0
2024-04-06 14:30:00+00:00,3.16,433.0
2024-04-06 14:45:00+00:00,3.16,433.0
2024-04-06 15:00:00+00:00,3.16,433.0
2024-04-06 15:15:00+00:00,3.16,433.0
2024-04-06 15:30:00+00:00,3.16,433.0
2024-04-06 15:45:00+00:00,3.16,433.0
2024-04-06 16:00:00+00:00,3.16,433.0
2024-04-06 16:15:00+00:00,3.16,433.0
2024-04-06 16:30:00+00:00,3.16,433.0
2024-04-06 16:45:00+00:00,3.16,433.0
2024-04-06 17:00:00+00:00,3.16,433.0
2024-04-06 17:15:00+00:00,3.16,433.0
2024-04-06 17:30:00+00:00,3.16,433.0
2024-04-06 17:45:00+00:00,3.16,433.0
2024-04-06 18:00:00+00:00,3.16,433.0
2024-04-06 18:15:00+00:00,3.15,429.0
2024-04-06 18:30:00+00:00,3.15,429.0
2024-04-06 18:45:00+00:00,3.15,429.0
2024-04-06 19:00:00+00:00,3.15,429.0
2024-04-06 19:15:00+00:00,3.16,433.0
2024-04-06 19:30:00+00:00,3.15,429.0
2024-04-06 19:45:00+00:00,3.15,429.0
2024-04-06 20:00:00+00:00,3.15,429.0
2024-04-06 20:15:00+00:00,3.15,429.0
2024-04-06 20:30:00+00:00,3.14,425.0
2024-04-06 20:45:00+00:00,3.15,429.0
2024-04-06 21:00:00+00:00,3.14,425.0
2024-04-06 21:15:00+00:00,3.14,425.0
2024-04-06 21:30:00+00:00,3.14,425.0
2024-04-06 21:45:00+00:00,3.14,425.0
2024-04-06 22:00:00+00:00,3.15,429.0
2024-04-06 22:15:00+00:00,3.15,429.0
2024-04-06 22:30:00+00:00,3.14,425.0
2024-04-06 22:45:00+00:00,3.14,425.0
2024-04-06 23:00:00+00:00,3.14,425.0
2024-04-06 23:15:00+00:00,3.14,425.0
2024-04-06 23:30:00+00:00,3.15,429.0
2024-04-06 23:45:00+00:00,3.14,425.0
2024-04-07 00:00:00+00:00,3.14,425.0
2024-04-07 00:15:00+00:00,3.13,421.0
2024-04-07 00:30:00+00:00,3.13,421.0
2024-04-07 00:45:00+00:00,3.13,421.0
2024-04-07 01:00:00+00:00,3.12,418.0
2024-04-07 01:15:00+00:00,3.13,421.0
2024-04-07 01:30:00+00:00,3.13,421.0
2024-04-07 01:45:00+00:00,3.12,418.0
2024-04-07 02:00:00+00:00,3.12,418.0
2024-04-07 02:15:00+00:00,3.11,414.0
2024-04-07 02:30:00+00:00,3.12,418.0
2024-04-07 02:45:00+00:00,3.11,414.0
2024-04-07 03:00:00+00:00,3.11,414.0
2024-04-07 03:15:00+00:00,3.12,418.0
2024-04-07 03:30:00+00:00,3.11,414.0
2024-04-07 03:45:00+00:00,3.11,414.0
2024-04-07 04:00:00+00:00,3.11,414.0
2024-04-07 04:15:00+00:00,3.11,414.0
2024-04-07 04:30:00+00:00,3.11,414.0
2024-04-07 04:45:00+00:00,3.11,414.0
2024-04-07 05:00:00+00:00,3.11,414.0
2024-04-07 05:15:00+00:00,3.1,410.0
2024-04-07 05:30:00+00:00,3.1,410.0
2024-04-07 05:45:00+00:00,3.1,410.0
2024-04-07 06:00:00+00:00,3.1,410.0
2024-04-07 06:15:00+00:00,3.1,410.0
2024-04-07 06:30:00+00:00,3.1,410.0
2024-04-07 06:45:00+00:00,3.1,410.0
2024-04-07 07:00:00+00:00,3.1,410.0
2024-04-07 07:15:00+00:00,3.1,410.0
2024-04-07 07:30:00+00:00,3.1,410.0
2024-04-07 07:45:00+00:00,3.1,410.0
2024-04-07 08:00:00+00:00,3.1,410.0
2024-04-07 08:15:00+00:00,3.1,410.0
2024-04-07 08:30:00+00:00,3.1,410.0
2024-04-07 08:45:00+00:00,3.1,410.0
2024-04-07 09:00:00+00:00,3.1,410.0
2024-04-07 09:15:00+00:00,3.1,410.0
2024-04-07 09:30:00+00:00,3.1,410.0
2024-04-07 09:45:00+00:00,3.1,410.0
2024-04-07 10:00:00+00:00,3.09,406.0
2024-04-07 10:15:00+00:00,3.09,406.0
2024-04-07 10:30:00+00:00,3.1,410.0
2024-04-07 10:45:00+00:00,3.1,410.0
2024-04-07 11:00:00+00:00,3.1,410.0
2024-04-07 11:15:00+00:00,3.1,410.0
2024-04-07 11:30:00+00:00,3.09,406.0
2024-04-07 11:45:00+00:00,3.1,410.0
2024-04-07 12:00:00+00:00,3.09,406.0
2024-04-07 12:15:00+00:00,3.09,406.0
2024-04-07 12:30:00+00:00,3.09,406.0
2024-04-07 12:45:00+00:00,3.09,406.0
2024-04-07 13:00:00+00:00,3.09,406.0
2024-04-07 13:15:00+00:00,3.09,406.0
2024-04-07 13:30:00+00:00,3.09,406.0
2024-04-07 13:45:00+00:00,3.09,406.0
2024-04-07 14:00:00+00:00,3.09,406.0
2024-04-07 14:15:00+00:00,3.08,402.0
2024-04-07 14:30:00+00:00,3.09,406.0
2024-04-07 14:45:00+00:00,3.08,402.0
2024-04-07 15:00:00+00:00,3.08,402.0
2024-04-07 15:15:00+00:00,3.08,402.0
2024-04-07 15:30:00+00:00,3.08,402.0
2024-04-07 15:45:00+00:00,3.08,402.0
2024-04-07 16:00:00+00:00,3.07,398.0
2024-04-07 16:15:00+00:00,3.08,402.0
2024-04-07 16:30:00+00:00,3.08,402.0
2024-04-07 16:45:00+00:00,3.07,398.0
2024-04-07 17:00:00+00:00,3.08,402.0
2024-04-07 17:15:00+00:00,3.08,402.0
2024-04-07 17:30:00+00:00,3.08,402.0
2024-04-07 17:45:00+00:00,3.08,402.0
2024-04-07 18:00:00+00:00,3.08,402.0
2024-04-07 18:15:00+00:00,3.07,398.0
2024-04-07 18:30:00+00:00,3.07,398.0
2024-04-07 18:45:00+00:00,3.07,398.0
2024-04-07 19:00:00+00:00,3.07,398.0
2024-04-07 19:15:00+00:00,3.07,398.0
2024-04-07 19:30:00+00:00,3.07,398.0
2024-04-07 19:45:00+00:00,3.07,398.0
2024-04-07 20:00:00+00:00,3.07,398.0
2024-04-07 20:15:00+00:00,3.07,398.0
2024-04-07 20:30:00+00:00,3.07,398.0
2024-04-07 20:45:00+00:00,3.07,398.0
2024-04-07 21:00:00+00:00,3.06,394.0
2024-04-07 21:15:00+00:00,3.07,398.0
2024-04-07 21:30:00+00:00,3.07,398.0
2024-04-07 21:45:00+00:00,3.07,398.0
2024-04-07 22:00:00+00:00,3.07,398.0
2024-04-07 22:15:00+00:00,3.07,398.0
2024-04-07 22:30:00+00:00,3.07,398.0
2024-04-07 22:45:00+00:00,3.07,398.0
2024-04-07 23:00:00+00:00,3.07,398.0
2024-04-07 23:15:00+00:00,3.07,398.0
2024-04-07 23:30:00+00:00,3.07,398.0
2024-04-07 23:45:00+00:00,3.07,398.0
2024-04-08 00:00:00+00:00,3.07,398.0
